0	0.382719943	0.01736814	-24.82266667	0.032129944	0.382719943	-24.82266667	1.116	0.27342
14	0.291853667	0.025550639	-24.62833333	0.026025628	0.382719943	-24.82266667	1.116	0.27342
21	0.268651388	0.005222553	-24.48500000	0.07597368	0.382719943	-24.82266667	1.116	0.27342
36	0.198871582	0.002029478	-23.72633333	0.082245567	0.382719943	-24.82266667	1.116	0.27342
49	0.138090839	0.030006853	-21.9720000	0.144440299	0.382719943	-24.82266667	1.116	0.27342
67	0.079146388	0.004659991	-17.8750000	0.177112958	0.382719943	-24.82266667	1.116	0.27342
77	0.049845192	0.002937869	-14.2280000	0.133405397	0.382719943	-24.82266667	1.116	0.27342
98	0.018002625	0.000215007	0.266333333	0.345798111	0.382719943	-24.82266667	1.116	0.27342
112	0.009610435	0.001084817	5.950666667	0.34864643	0.382719943	-24.82266667	1.116	0.27342
126	0.003211816	3.89E-05	6.434000000	0.183600109	0.382719943	-24.82266667	1.116	0.27342
149	0.002852095	8.28E-05	8.392000000	0.194007732	0.382719943	-24.82266667	1.116	0.27342
202	0.001012600	0.000263585	17.88866667	0.157462165	0.382719943	-24.82266667	1.116	0.27342
