0	1.302367122	0.167539186	-24.78666667	0.075480682	1.302367122	-24.78666667	1.116	1.09368
14	1.811576423	0.038004786	-24.68433333	0.111737788	1.302367122	-24.78666667	1.116	1.09368
21	1.722085222	0.016959238	-24.77733333	0.144997701	1.302367122	-24.78666667	1.116	1.09368
28	1.170539119	0.206290436	-24.65100000	0.027073973	1.302367122	-24.78666667	1.116	1.09368
36	1.734796721	0.041765656	-24.72100000	0.094063808	1.302367122	-24.78666667	1.116	1.09368
42	1.009649883	0.049705435	-24.36833333	0.080089533	1.302367122	-24.78666667	1.116	1.09368
49	1.171986298	0.103971732	-24.56400000	0.078936683	1.302367122	-24.78666667	1.116	1.09368
56	0.930042212	0.019124514	-24.40566667	0.079387237	1.302367122	-24.78666667	1.116	1.09368
67	0.888930006	0.002307975	-24.55933333	0.105836352	1.302367122	-24.78666667	1.116	1.09368
98	0.993783417	0.00920613	-23.76533333	0.138723947	1.302367122	-24.78666667	1.116	1.09368
112	0.865435334	0.024436004	-23.64333333	0.208461827	1.302367122	-24.78666667	1.116	1.09368
126	0.504549797	0.07155955	-23.71400000	0.033045423	1.302367122	-24.78666667	1.116	1.09368
149	0.888670799	0.077389514	-23.72733333	0.058526347	1.302367122	-24.78666667	1.116	1.09368
202	1.14042354	0.043886283	-23.61466667	0.093044792	1.302367122	-24.78666667	1.116	1.09368
