0	0.404945894	0.009143184	-24.86500000	0.079774683	0.404945894	-24.865	1.116	0.0109368
7	0.297378786	0.039919905	-24.77900000	0.178720452	0.404945894	-24.865	1.116	0.0109368
14	0.266734086	0.005202881	-24.60333333	0.04104063	0.404945894	-24.865	1.116	0.0109368
21	0.275538801	0.022336311	-24.51666667	0.128593675	0.404945894	-24.865	1.116	0.0109368
28	0.227691239	0.020516519	-24.44600000	0.064210591	0.404945894	-24.865	1.116	0.0109368
36	0.212291662	0.0008161	-24.52266667	0.222441753	0.404945894	-24.865	1.116	0.0109368
49	0.254292847	0.037200496	-24.32233333	0.09449515	0.404945894	-24.865	1.116	0.0109368
56	0.226358881	0.026792578	-24.46833333	0.06727803	0.404945894	-24.865	1.116	0.0109368
67	0.198739733	0.005949644	-24.87366667	0.067892071	0.404945894	-24.865	1.116	0.0109368
71	0.204801761	0.024171878	-24.47033333	0.096810812	0.404945894	-24.865	1.116	0.0109368
