0	0.175458817	0.005811426	-24.54000000	0.025514702	0.175458817	-24.54	1.56	1.5288
7	0.129397352	0.004287487	-18.23733333	0.031770007	0.175458817	-24.54	1.56	1.5288
12	0.090708325	0.001746905	-16.37466667	0.025026652	0.175458817	-24.54	1.56	1.5288
22	0.074286607	0.00014963	-8.435333333	0.126784594	0.175458817	-24.54	1.56	1.5288
30	0.037183268	0.000762762	1.593333333	0.037004504	0.175458817	-24.54	1.56	1.5288
41	0.026263426	0.003668378	17.17566667	0.069615611	0.175458817	-24.54	1.56	1.5288
47	0.009474053	0.00210797	23.67366667	0.11253592	0.175458817	-24.54	1.56	1.5288
54	0.005036523	0.000418983	37.5600000	0.023643181	0.175458817	-24.54	1.56	1.5288
61	0.003581035	6.00E-05	51.97466667	0.138247363	0.175458817	-24.54	1.56	1.5288
69	0.000567613	0.000123998	69.15000000	0.060770058	0.175458817	-24.54	1.56	1.5288
84	0.002181867	0.000133746	107.5083333	0.260693946	0.175458817	-24.54	1.56	1.5288
106	0.001546634	6.26E-05	95.46766667	0.721623401	0.175458817	-24.54	1.56	1.5288
124	0.001278472	4.74E-05	132.4170000	0.141566239	0.175458817	-24.54	1.56	1.5288
