0	0.406774272	0.004252961	-24.89266667	0.148288008	0.406774272	-24.89266667	1.116	0.0109368
14	0.271027118	0.013064496	-24.58600000	0.109329776	0.406774272	-24.89266667	1.116	0.0109368
21	0.251673912	0.01321746	-24.50033333	0.121541488	0.406774272	-24.89266667	1.116	0.0109368
28	0.19463255	0.025080292	-24.45766667	0.176907697	0.406774272	-24.89266667	1.116	0.0109368
36	0.171550843	0.001205905	-24.00733333	0.204407273	0.406774272	-24.89266667	1.116	0.0109368
56	0.086081629	0.001045449	-22.33366667	0.076304216	0.406774272	-24.89266667	1.116	0.0109368
67	0.064635384	0.00819812	-21.63100000	0.145371937	0.406774272	-24.89266667	1.116	0.0109368
77	0.04513153	0.000667721	-20.29933333	0.086950177	0.406774272	-24.89266667	1.116	0.0109368
98	0.01498839	0.000144906	-17.92966667	0.224713892	0.406774272	-24.89266667	1.116	0.0109368
112	0.012903528	0.002837492	-16.62600000	0.258629078	0.406774272	-24.89266667	1.116	0.0109368
126	0.004284024	0.000245913	-15.43466667	0.122871206	0.406774272	-24.89266667	1.116	0.0109368
149	0.00646598	7.17E-05	-15.86800000	0.217253308	0.406774272	-24.89266667	1.116	0.0109368
202	0.007221421	0.000419105	-15.46633333	0.009291573	0.406774272	-24.89266667	1.116	0.0109368
