0	0.394193072	0.0277018	-25.01300000	0.061538606	0.394193072	-25.013	1.116	1.09368
7	0.340525128	0.003573276	-24.91333333	0.146847994	0.394193072	-25.013	1.116	1.09368
14	0.328263878	0.001983475	-24.86666667	0.022300972	0.394193072	-25.013	1.116	1.09368
21	0.327801498	0.012789723	-24.90733333	0.143057098	0.394193072	-25.013	1.116	1.09368
28	0.320026223	0.034200274	-24.97600000	0.124430704	0.394193072	-25.013	1.116	1.09368
36	0.306706435	0.005452893	-24.81433333	0.058449408	0.394193072	-25.013	1.116	1.09368
49	0.332174618	0.01889994	-25.04400000	0.169141952	0.394193072	-25.013	1.116	1.09368
56	0.32244921	0.035061124	-25.39833333	0.596676071	0.394193072	-25.013	1.116	1.09368
67	0.276401725	0.013256478	-24.78200000	0.154171982	0.394193072	-25.013	1.116	1.09368
71	0.247741514	0.009454256	-24.79533333	0.143667440	0.394193072	-25.013	1.116	1.09368
77	0.258986414	0.00900000	-24.69633333	0.179767442	0.394193072	-25.013	1.116	1.09368
98	0.278736098	0.010759825	-24.74233333	0.171514820	0.394193072	-25.013	1.116	1.09368
112	0.281060682	0.012877936	-24.86900000	0.126929114	0.394193072	-25.013	1.116	1.09368
126	0.144201176	0.002466507	-24.52000000	0.052943366	0.394193072	-25.013	1.116	1.09368
149	0.261872927	0.026861973	-24.53233333	0.036363902	0.394193072	-25.013	1.116	1.09368
