0	0.401511423	0.014667973	-24.95933333	0.144590226	0.401511423	-24.95933333	1.116	1.09368
7	0.284950647	0.010938314	-24.65966667	0.248665103	0.401511423	-24.95933333	1.116	1.09368
14	0.249782103	0.006027685	-23.68733333	0.100976895	0.401511423	-24.95933333	1.116	1.09368
21	0.210548722	0.002712597	-22.13000000	0.109343495	0.401511423	-24.95933333	1.116	1.09368
28	0.213356886	0.003242696	-22.07433333	0.243479636	0.401511423	-24.95933333	1.116	1.09368
36	0.193087567	0.002752862	-22.18300000	0.05702631	0.401511423	-24.95933333	1.116	1.09368
49	0.227938264	0.001180526	-22.05733333	0.131119538	0.401511423	-24.95933333	1.116	1.09368
56	0.221117709	0.005520296	-22.04066667	0.16978025	0.401511423	-24.95933333	1.116	1.09368
67	0.197370351	0.004581335	-22.35233333	0.067987744	0.401511423	-24.95933333	1.116	1.09368
71	0.2073928	0.005572954	-21.90766667	0.075048873	0.401511423	-24.95933333	1.116	1.09368
