0	0.194837148	0.001132802	-24.86200000	0.047571	0.194837148	-24.862	1.116	1.09368
14	0.127687855	0.002632658	-23.99533333	0.248862077	0.194837148	-24.862	1.116	1.09368
21	0.098199987	0.000842002	-22.94366667	0.218600854	0.194837148	-24.862	1.116	1.09368
28	0.069964697	0.005544254	-20.7420000	0.049668904	0.194837148	-24.862	1.116	1.09368
49	0.018270658	0.000917405	10.75233333	0.36393177	0.194837148	-24.862	1.116	1.09368
56	0.004772857	0.000153954	38.73800000	1.287912652	0.194837148	-24.862	1.116	1.09368
71	0.002735386	7.19E-05	88.31433333	6.44349861	0.194837148	-24.862	1.116	1.09368
85	0.000471589	1.07E-05	130.0710000	0.512140606	0.194837148	-24.862	1.116	1.09368
98	0.000383864	1.02E-05	110.4866667	0.853886604	0.194837148	-24.862	1.116	1.09368
112	0.000417283	2.59E-05	81.80866667	0.394662303	0.194837148	-24.862	1.116	1.09368
126	0.000303715	9.14E-06	67.94400000	0.448304584	0.194837148	-24.862	1.116	1.09368
149	0.000480747	8.70E-05	61.58333333	0.50884608	0.194837148	-24.862	1.116	1.09368
202	0.000723467	0.00025001	53.99900000	0.411070554	0.194837148	-24.862	1.116	1.09368
