0	0.188329124	0.010655304	-24.521000	0.056929781	0.188329124	-24.521	1.56	1.5288
7	0.106436048	0.006430207	-17.423000	0.023259407	0.188329124	-24.521	1.56	1.5288
12	0.090269334	0.000273082	-15.6290000	0.025059928	0.188329124	-24.521	1.56	1.5288
22	0.063467396	0.007782231	-6.703333333	0.016165808	0.188329124	-24.521	1.56	1.5288
30	0.044304217	0.008560862	3.511333333	0.03265476	0.188329124	-24.521	1.56	1.5288
41	0.028528427	0.000228713	19.34600000	0.088357229	0.188329124	-24.521	1.56	1.5288
47	0.020397132	0.002265904	27.47300000	0.052716221	0.188329124	-24.521	1.56	1.5288
54	0.009813697	9.14E-06	39.60033333	0.054372174	0.188329124	-24.521	1.56	1.5288
61	0.005737963	0.001029838	54.52466667	0.070889586	0.188329124	-24.521	1.56	1.5288
69	0.00392714	2.48E-05	66.48900000	0.03132092	0.188329124	-24.521	1.56	1.5288
84	0.003010948	4.09E-05	91.86300000	0.064023433	0.188329124	-24.521	1.56	1.5288
106	0.002227425	0.000156649	105.1943333	0.645572872	0.188329124	-24.521	1.56	1.5288
124	0.00198322	2.57E-05	104.4766667	0.185909476	0.188329124	-24.521	1.56	1.5288
