0	0.390354146	0.011387806	-24.96166667	0.206379101	0.390354146	-24.96166667	1.116	0.54684
14	0.30633832	0.024054453	-24.58133333	0.266165988	0.390354146	-24.96166667	1.116	0.54684
21	0.278951115	0.02935993	-24.36400000	0.186876965	0.390354146	-24.96166667	1.116	0.54684
36	0.194934779	0.011398161	-23.14366667	0.071696118	0.390354146	-24.96166667	1.116	0.54684
42	0.107685075	0.020418057	-21.66366667	0.168048604	0.390354146	-24.96166667	1.116	0.54684
49	0.136445161	0.001564742	-19.59700000	0.135244224	0.390354146	-24.96166667	1.116	0.54684
67	0.070574381	0.002470398	-12.01333333	0.262694372	0.390354146	-24.96166667	1.116	0.54684
77	0.042521985	0.000348751	-2.633666667	0.159073358	0.390354146	-24.96166667	1.116	0.54684
98	0.020526705	0.003848833	17.72533333	0.457884629	0.390354146	-24.96166667	1.116	0.54684
112	0.009674461	0.000265738	23.63233333	0.054902945	0.390354146	-24.96166667	1.116	0.54684
126	0.003493363	0.000183474	25.78533333	0.205371209	0.390354146	-24.96166667	1.116	0.54684
149	0.0060295	0.000845972	27.04133333	0.180934611	0.390354146	-24.96166667	1.116	0.54684
202	0.006426326	0.001053996	23.23500000	0.113260761	0.390354146	-24.96166667	1.116	0.54684
