0	0.422733603	0.000887072	-24.96733333	0.041198705	0.422733603	-24.96733333	1.116	1.09368
7	0.307530389	0.01177011	-24.56300000	0.127589184	0.422733603	-24.96733333	1.116	1.09368
14	0.250744859	0.013318398	-24.26466667	0.052175984	0.422733603	-24.96733333	1.116	1.09368
21	0.253270085	0.003359816	-23.58066667	0.102432091	0.422733603	-24.96733333	1.116	1.09368
28	0.240207026	0.018977495	-23.17233333	0.475483263	0.422733603	-24.96733333	1.116	1.09368
36	0.214418186	0.000483397	-23.19700000	0.10172512	0.422733603	-24.96733333	1.116	1.09368
49	0.230443387	0.003904949	-23.03066667	0.093007168	0.422733603	-24.96733333	1.116	1.09368
56	0.210108631	0.017433505	-23.02266667	0.370262519	0.422733603	-24.96733333	1.116	1.09368
67	0.200477725	0.013359786	-23.10000000	0.025238859	0.422733603	-24.96733333	1.116	1.09368
71	0.21949934	0.016902885	-23.02533333	0.029160476	0.422733603	-24.96733333	1.116	1.09368
